genre,korean,english
fantasy,악한 마녀는 검은 벌들이 모두 죽은 것을 알게되자 너무나 화가 나서 발로 땅을 꽝꽝 치고 머리를 쥐어 뜯고 이를 북북 갈았다. 그리고는 윙키라고 불리는 노예 열두 명을 불러 날카로운 창을 주고는 침입자들을 모두 없애버리라고 명령했다.,"The Wicked Witch was so angry when she saw her black bees in little heaps like fine coal that she stamped her foot and tore her hair and gnashed her teeth. And then she called a dozen of her slaves, who were the Winkies, and gave them sharp spears, telling them to go to the strangers and destroy them."
fantasy,윙키들은 용감한 사람들이 아니었지만 그래도 명령받은 대로 할 수밖에 없었다. 그래서 그들은 도로시 일행이 있는 곳으로 나아갔다. 그러나 사자가 그들이 다가오는 것을 보고 아주 큰 소리로 울부짖은 후 그들을 향해 달려들자 불쌍한 윙키들은 모두 겁을 먹고 있는 힘을 다해 도망갔다.,"The Winkies were not a brave people, but they had to do as they were told. So they marched away until they came near to Dorothy. Then the Lion gave a great roar and sprang towards them, and the poor Winkies were so frightened that they ran back as fast as they could."
fantasy,윙키들이 성으로 도망쳐 돌아오자 악한 마녀는 그들을 채찍으로 심하게 때린 후 원래 하던 일을 하라고 돌려보냈다. 그리고 나서 마녀는 어떻게 하면 좋을지 곰곰이 생각했다. 마녀는 이 침입자들을 없애려는 자신의 모든 계획이 실패하는 까닭을 도무지 알 수가 없었다. 하지만 그녀는 사악할 뿐만 아니라 역시 능력있는 마녀였다. 그녀는 곧 다음 행동계획을 세웠다.,"When they returned to the castle the Wicked Witch beat them well with a strap, and sent them back to their work, after which she sat down to think what she should do next. She could not understand how all her plans to destroy these strangers had failed; but she was a powerful Witch, as well as a wicked one, and she soon made up her mind how to act."
fantasy,"악한 마녀는 다이아몬드와 루비로 테두리가 장식된 황금 모자를 하나 가지고 있었다. 이 황금모자에는 마법이 담겨 있었다. 누구든지 이 모자를 가진 사람은 무슨 일이든지 자기 명령을 따르는 날개 달린 원숭이를 세 번 불러낼 수 있었다. 하지만 절대 세 번 이상 불러낼 수는 없다. 악한 마녀는 이미 모자의 마법을 두 번 사용했다. 첫번째는 마녀가 윙키들을 자신의 노예로 만들고 그들의 나라를 다스릴 수 있도록 한 것이었다. 날개 달린 원숭이들은 마녀가 그렇게 할 수 있도록 도와주었다. 두번째는 위대한 마법사 오즈와 싸워 그를 서쪽 땅에서 몰아낼 때였다. 이 때도 역시 날개 달린 원숭이들이 그녀를 도와 주었다. 마녀는 이제 황금 모자를 단 한 번만 더 쓸수 있기 때문에, 그녀의 다른 모든 능력이 모두 고갈된 후가 아니면 사용하고 싶지 않았다. 하지만 지금 마녀의 사나운 늑대들과 까마귀들과 독침을 가진 벌들이 모두 사라졌고, 노예들은 겁쟁이 사자가 무서워 도망쳤기 때문에 마녀는 이 방법이 도로시와 친구들을 없애기 위한 단 한가지 길이라고 생각했다.","There was, in her cupboard, a Golden Cap, with a circle of diamonds and rubies running round it. This Golden Cap had a charm. Whoever owned it could call three times upon the Winged Monkeys, who would obey any order they were given. But no person could command these strange creatures more than three times. Twice already the Wicked Witch had used the charm of the Cap. Once was when she had made the Winkies her slaves, and set herself to rule over their country. The Winged Monkeys had helped her do this. The second time was when she had fought against the Great Oz himself, and driven him out of the land of the West. The Winged Monkeys had also helped her in doing this. Only once more could she use this Golden Cap, for which reason she did not like to do so until all her other powers were exhausted. But now that her fierce wolves and her wild crows and her stinging bees were gone, and her slaves had been scared away by the Cowardly Lion, she saw there was only one way left to destroy Dorothy and her friends."
fantasy,그래서 악한 마녀는 황금 모자를 머리에 썼다. 그리고는 왼쪽 발로만 서서 천천히 주문을 말했다.,So the Wicked Witch took the Golden Cap from her cupboard and placed it upon her head. Then she stood upon her left foot and said slowly:
fantasy,"“엡페, 펩페, 칵케!”","""Ep-pe, pep-pe, kak-ke!"""
fantasy,그 다음에 오른발로만 서서 이렇게 말했다.,Next she stood upon her right foot and said:
fantasy,"“힐로, 홀로, 헬로!”","""Hil-lo, hol-lo, hel-lo!"""
fantasy,마지막으로 양 발을 모두 딛고 서서 큰 목소리로 외쳤다.,After this she stood upon both feet and cried in a loud voice:
fantasy,"“지-지, 주-지, 짘!”","""Ziz-zy, zuz-zy, zik!"""
fantasy,그러자 마법이 작동하기 시작했다. 하늘이 갑자기 어두워지더니 낮게 웅성거리는 소리가 공중에서 들렸다. 공중에 수많은 날개들이 나타나더니 큰 소리로 떠드는 소리와 웃음 소리가 들렸다. 어두운 하늘에서 해가 다시 나타나자 악한 마녀는 한 무리의 원숭이들이 자기를 둘러싸고 있는 것을 볼 수 있었다.원숭이들은 모두 어깨에 아주 크고 힘센 날개가 달려 있었다.,"Now the charm began to work. The sky was darkened, and a low rumbling sound was heard in the air. There was a rushing of many wings, a great chattering and laughing, and the sun came out of the dark sky to show the Wicked Witch surrounded by a crowd of monkeys, each with a pair of immense and powerful wings on his shoulders."
fantasy,한 원숭이는 다른 원숭이들보다 훨씬 컸는데 아마도 우두머리인 것 같았다. 그가 마녀에게 가까이 다가오더니 이렇게 물었다. “세번째이자 마지막으로 우리를 부른 것입니다. 당신의 명령은 무엇입니까?”,"One, much bigger than the others, seemed to be their leader. He flew close to the Witch and said, ""You have called us for the third and last time. What do you command?"""
fantasy,악한 마녀가 말했다. “내 땅에 침입한 저들을 사자만 빼고 모두 죽여라. 사자는 내게 데려와라. 말처럼 고삐를 매서 일을 시킬거니까.”,"""Go to the strangers who are within my land and destroy them all except the Lion,"" said the Wicked Witch. ""Bring that beast to me, for I have a mind to harness him like a horse, and make him work."""
fantasy,“당신의 명령대로 따르겠습니다.” 하고 리더 원숭이가 말했다. 그리고는 시끄럽게 떠드는 소리와 함께 날개 달린 원숭이들은 도로시와 그의 친구들이 걷고 있는 곳을 향해 날아갔다.,"""Your commands shall be obeyed,"" said the leader. Then, with a great deal of chattering and noise, the Winged Monkeys flew away to the place where Dorothy and her friends were walking."
fantasy,원숭이 몇 마리는 양철나무꾼을 붙잡아 날카로운 바위들이 뒤덮인 곳으로 날아갔다. 그곳에서 원숭이들은 불쌍한 나무꾼을 떨어뜨렸다. 아주 높은 곳에서 바위들 위로 떨어진 나무꾼은 움직이기는 커녕 신음소리조차 낼 수 없을 정도로 심하게 부셔지고 찌그러졌다.,"Some of the Monkeys seized the Tin Woodman and carried him through the air until they were over a country thickly covered with sharp rocks. Here they dropped the poor Woodman, who fell a great distance to the rocks, where he lay so battered and dented that he could neither move nor groan."
fantasy,또 다른 원숭이들은 그들의 긴 손가락으로 허수아비를 붙잡아 몸과 머리에서 모든 지푸라기를 다 뽑아 버렸다. 그리고 허수아비의 모자와 신발과 옷들을 둘둘 말아서 키 큰 나무의 제일 높은 가지 위로 던져 버렸다.,"Others of the Monkeys caught the Scarecrow, and with their long fingers pulled all of the straw out of his clothes and head. They made his hat and boots and clothes into a small bundle and threw it into the top branches of a tall tree."
fantasy,또 몇몇의 원숭이들은 튼튼한 밧줄로 사자의 몸과 머리와 다리를 묶었다. 그래서 더이상 사자는 물거나 할퀴거나 싸울 수 없게 되었다. 원숭이들은 사자를 들어올려 마녀의 성으로 날아갔다. 그리고는 사자가 뛰어 넘을 수 없을 정도록 높다란 철창으로 된 우리에 사자를 던져 넣었다.,"The remaining Monkeys threw pieces of stout rope around the Lion and wound many coils about his body and head and legs, until he was unable to bite or scratch or struggle in any way. Then they lifted him up and flew away with him to the Witch's castle, where he was placed in a small yard with a high iron fence around it, so that he could not escape."
fantasy,"그러나 원숭이들은 도로시에게 해를 입힐 수 없었다. 도로시는 토토를 팔에 안고 친구들의 슬픈 운명을 지켜보면서 곧 내 차례가 오겠구나 하고 생각했다. 날개 달린 원숭이들의 우두머리가 도로시에게 날아오더니, 추악한 얼굴에 끔찍한 미소를 지으면서 길고 털이 무성한 팔을 뻗어왔다. 그러나 도로시의 이마에 있는 착한 마녀의 키스 자국을 보고는 멈칫하더니, 다른 원숭이들에게 도로시를 건드리지 말라는 몸짓을 보냈다.","But Dorothy they did not harm at all. She stood, with Toto in her arms, watching the sad fate of her comrades and thinking it would soon be her turn. The leader of the Winged Monkeys flew up to her, his long, hairy arms stretched out and his ugly face grinning terribly; but he saw the mark of the Good Witch's kiss upon her forehead and stopped short, motioning the others not to touch her."
fantasy,우두머리 원숭이가 부하들에게 말했다. “이 어린 소녀는 선한 능력의 보호를 받고 있기 때문에 우리가 함부로 해칠 수 없다. 이것은 악한 능력보다 더 큰 능력이다. 이 소녀를 악한 마녀의 성으로 데리고 가는 수밖에 없겠군.”,"""We dare not harm this little girl,"" he said to them, ""for she is protected by the Power of Good, and that is greater than the Power of Evil. All we can do is to carry her to the castle of the Wicked Witch and leave her there."""
fantasy,그래서 원숭이들은 조심스럽고 부드럽게 도로시를 그들의 팔에 앉히고 하늘을 날아 올랐다. 성에 돌아와서 그들은 도로시를 성문 앞에 내려 놓았다. 우두머리 원숭이가 마녀에게 말했다.,"So, carefully and gently, they lifted Dorothy in their arms and carried her swiftly through the air until they came to the castle, where they set her down upon the front doorstep. Then the leader said to the Witch:"
fantasy,"“당신의 명령에 따라 저희가 할 수 있는 것은 모두 수행했습니다. 양철나무꾼과 허수아비를 없앴고, 사자는 뒤뜰에 묶어 놓았습니다. 하자민 이 어린 소녀와 그녀가 팔에 안고 있는 강아지는 우리가 감히 해칠 수 없습니다. 우리를 속박하는 당신의 능력은 이제 끝났습니다. 그러므로 당신은 우리를 다시 보지 못할 것입니다.”","""We have obeyed you as far as we were able. The Tin Woodman and the Scarecrow are destroyed, and the Lion is tied up in your yard. The little girl we dare not harm, nor the dog she carries in her arms. Your power over our band is now ended, and you will never see us again."""
fantasy,"날개 달린 원숭이들은 시끄러운 웃음 소리, 왁자지껄 떠드는 소리와 함께 공중으로 날아오르더니 곧바로 눈앞에서 사라졌다.","Then all the Winged Monkeys, with much laughing and chattering and noise, flew into the air and were soon out of sight."
fantasy,"악한 마녀는 도로시의 이마에 있는 표시를 보자 놀람과 동시에 걱정이 되었다. 날개 달린 원숭이들처럼 자기도 이 소녀를 해칠 수 없다는 것을 알았기 때문이었다. 도로시의 발을 내려다 본 마녀는 은구두를 보자 두려움에 몸을 떨기 시작했다. 그 은구두에는 강력한 마법이 숨겨져 있음을 알고 있었던 것이다. 그래서 처음에 마녀는 도로시에게서 도망칠까 하는 생각을 가졌다. 그러나 도로시의 눈을 들여다 본 마녀는 이 소녀가 얼마나 천진난만한지, 그리고 은구두의 엄청난 마법에 대해서는 전혀 모르고 있다는 것을 곧 알아 차렸다. 그래서 마녀는 슬며시 웃음을 지으며 이런 생각을 했다. “이 아이를 노예로 부려먹을 수 있겠는걸. 자기가 지닌 힘을 어떻게 사용하는지 모르니까 말이야.” 마녀는 매몰차고 사나운 목소리로 도로시에게 말했다.","The Wicked Witch was both surprised and worried when she saw the mark on Dorothy's forehead, for she knew well that neither the Winged Monkeys nor she, herself, dare hurt the girl in any way. She looked down at Dorothy's feet, and seeing the Silver Shoes, began to tremble with fear, for she knew what a powerful charm belonged to them. At first the Witch was tempted to run away from Dorothy; but she happened to look into the child's eyes and saw how simple the soul behind them was, and that the little girl did not know of the wonderful power the Silver Shoes gave her. So the Wicked Witch laughed to herself, and thought, ""I can still make her my slave, for she does not know how to use her power."" Then she said to Dorothy, harshly and severely:"
fantasy,“나를 따라 오너라. 그리고 내가 말하는 모든 것을 잘 듣고 명심해라. 그렇지 않으면 내가 양철나무꾼과 허수아비에게 한 것처럼 너도 끝장을 내버릴테니까.”,"""Come with me; and see that you mind everything I tell you, for if you do not I will make an end of you, as I did of the Tin Woodman and the Scarecrow."""
fantasy,"도로시는 마녀를 따라 성에 있는 수많은 아름다운 방들을 지나서 부엌으로 갔다. 거기서 마녀는 도로시에게 솥단지들과 주전자들을 깨끗이 닦고, 바닥을 청소하고, 난로에 장작을 넣어 불을 지피라고 명령했다.","Dorothy followed her through many of the beautiful rooms in her castle until they came to the kitchen, where the Witch bade her clean the pots and kettles and sweep the floor and keep the fire fed with wood."
fantasy,도로시는 마음을 단단히 먹고 순순히 일을 했다. 악한 마녀를 만족시켜서 자기를 죽이지 않도록 해야겠다고 생각했기 때문이다.,"Dorothy went to work meekly, with her mind made up to work as hard as she could; for she was glad the Wicked Witch had decided not to kill her."
fantasy,"도로시가 힘든 일을 하는 동안, 마녀는 뜰에 가서 겁쟁이 사자에게 말처럼 고삐를 채워야 겠다고 생각했다. 자기가 원할 때마다 사자가 끄는 마차를 타고 다니는 것은 재미있을 것 같았다. 그러나 우리의 문을 열고 들어서자마자 사자는 크게 으르렁거리며 마녀를 향해 사납게 달려들었다. 겁을 먹은 마녀는 급히 달려나와 사자 우리의 문을 잠갔다.","With Dorothy hard at work, the Witch thought she would go into the courtyard and harness the Cowardly Lion like a horse; it would amuse her, she was sure, to make him draw her chariot whenever she wished to go to drive. But as she opened the gate the Lion gave a loud roar and bounded at her so fiercely that the Witch was afraid, and ran out and shut the gate again."
fantasy,마녀는 우리의 철창 사이로 사자에게 말했다. “널 길들일 수 없을지라도 난 널 굶주리게 할수는 있지. 넌 내가 원하는대로 하기 전까지 아무 것도 먹지 못하게 될거야.”,"""If I cannot harness you,"" said the Witch to the Lion, speaking through the bars of the gate, ""I can starve you. You shall have nothing to eat until you do as I wish."""
fantasy,그 때부터 마녀는 우리에 갇힌 사자에게 먹을 것을 주지 않았다. 하지만 매일 정오에 우리로 와서 물었다. “말처럼 내게 길들여질 준비가 됐느냐?”,"So after that she took no food to the imprisoned Lion; but every day she came to the gate at noon and asked, ""Are you ready to be harnessed like a horse?"""
fantasy,그 때마다 사자는 말했다. “아니. 만약 네가 이 안으로 들어오면 당장 물어 죽여 버릴테다.”,"And the Lion would answer, ""No. If you come in this yard, I will bite you."""
fantasy,"사실 사자는 마녀가 원하는 대로 할 이유가 없었다. 매일 밤마다 마녀가 잠들면, 도로시가 부엌에서 음식을 가져다 주었기 때문이다. 사자는 배불리 먹은 후 지푸라기 더미에 누웠다. 그러면 도로시는 사자의 부드럽고 복실복실한 갈기를 베고 사자 옆에 누웠다. 그들은 자기들이 겪은 일들을 얘기하기도 하고 이곳을 탈출할 계획을 세우기도 했다. 하지만 노란 옷을 입은 윙키들이 계속 성을 지키고 있었기 때문에 성에서 빠져나갈 방법을 찾을 수 없었다. 악한 마녀의 노예인 윙키들은 마녀를 너무나 무서워해서 마녀가 명령하는 것은 무조건 순종했다.","The reason the Lion did not have to do as the Witch wished was that every night, while the woman was asleep, Dorothy carried him food from the cupboard. After he had eaten he would lie down on his bed of straw, and Dorothy would lie beside him and put her head on his soft, shaggy mane, while they talked of their troubles and tried to plan some way to escape. But they could find no way to get out of the castle, for it was constantly guarded by the yellow Winkies, who were the slaves of the Wicked Witch and too afraid of her not to do as she told them."
fantasy,도로시는 하루 종일 힘들게 일해야만 했다. 종종 마녀는 항상 손에 들고다니는 낡은 우산으로 도로시를 때리겠다고 위협했다. 하지만 사실 도로시의 이마에 있는 표시때문에 마녀는 도로시를 함부로 때릴 수 없었다. 이것을 모르는 도로시는 가엾게도 자기와 토토가 맞을까봐 항상 두려움에 차 있었다. 한번은 마녀가 우산으로 토토를 때리자 이 용감한 작은 강아지는 마녀에게 달려들어 다리를 물었다. 그런데 토토에게 물린 곳에선 피가 나지 않았다. 마녀는 너무나 사악해서 오래 전에 이미 피가 다 말라버렸기 때문이었다.,"The girl had to work hard during the day, and often the Witch threatened to beat her with the same old umbrella she always carried in her hand. But, in truth, she did not dare to strike Dorothy, because of the mark upon her forehead. The child did not know this, and was full of fear for herself and Toto. Once the Witch struck Toto a blow with her umbrella and the brave little dog flew at her and bit her leg in return. The Witch did not bleed where she was bitten, for she was so wicked that the blood in her had dried up many years before."
fantasy,"캔사스의 엠 아주머니에게 다시 돌아갈 수 없을 거라는 생각이 차츰 커지면서 도로시의 생활은 점점 더 슬픔으로 가득찼다. 가끔씩 도로시는 몇 시간이고 엉엉 울기도 했다. 그럴 때면 토토는 도로시의 발 밑에 앉아서, 어린 주인이 처한 상황이 안쓰러운 듯이 낑낑거리며 도로시의 얼굴을 바라보았다. 사실 토토는 캔사스에 있든 오즈의 나라에 있든 도로시와 함께 있다면 상관이 없었다. 하지만 도로시가 슬퍼하고 있음을 잘 알기 때문에 토토도 역시 행복하지 않았다.","Dorothy's life became very sad as she grew to understand that it would be harder than ever to get back to Kansas and Aunt Em again. Sometimes she would cry bitterly for hours, with Toto sitting at her feet and looking into her face, whining dismally to show how sorry he was for his little mistress. Toto did not really care whether he was in Kansas or the Land of Oz so long as Dorothy was with him; but he knew the little girl was unhappy, and that made him unhappy too."
fantasy,"악한 마녀는 도로시가 항상 신고 다니는 은구두를 빼앗아 가지고 싶은 욕심이 있었다. 마녀의 벌떼와 까마귀들과 늑대들이 모두 죽었고, 황금 모자의 능력도 다 써버렸기 때문이었다. 하지만 만약 은구두를 가지게 된다면, 마녀는 잃어버린 모든 능력보다 더 큰 마법의 힘을 얻을 수 있었다. 그래서 마녀는 언제든지 도로시가 구두를 벗으면 그것을 훔칠 생각에 주의깊게 도로시를 살폈다. 그러나 도로시는 예쁜 은구두가 너무나 마음에 들어 밤에 잠 잘 때와 목욕을 할 때 외에는 절대 벗지 않았다. 마녀는 어둠을 너무나 무서워했기 때문에 밤중에 은구두를 훔치러 도로시의 방에 들어갈 엄두를 내지 못했다. 또한 물을 어둠보다 훨씬 더 무서워했기 때문에 도로시가 목욕을 할 때는 절대로 근처에 가지 않았다. 사실, 이 늙은 마녀는 물은 절대로 만지지 않았고, 어떻게 해서든지 언제나 물이 자기에게 닿지 않도록 했다.","Now the Wicked Witch had a great longing to have for her own the Silver Shoes which the girl always wore. Her bees and her crows and her wolves were lying in heaps and drying up, and she had used up all the power of the Golden Cap; but if she could only get hold of the Silver Shoes, they would give her more power than all the other things she had lost. She watched Dorothy carefully, to see if she ever took off her shoes, thinking she might steal them. But the child was so proud of her pretty shoes that she never took them off except at night and when she took her bath. The Witch was too much afraid of the dark to dare go in Dorothy's room at night to take the shoes, and her dread of water was greater than her fear of the dark, so she never came near when Dorothy was bathing. Indeed, the old Witch never touched water, nor ever let water touch her in any way."
fantasy,"하지만 악한 마녀는 교활하게도 마침내 자기가 원하는 것을 얻을 수 있는 방법을 생각해 냈다. 부엌 바닥 한 가운데 철로된 막대기를 갖다 놓았다. 그리고는 마법을 부려 그 막대기가 사람의 눈에 보이지 않게 만들었다. 그래서 그 막대기를 볼 수 없었던 도로시는 부엌을 지나가다가 막대기에 걸려 철퍼덕 넘어지고 말았다. 도로시는 크게 다치지는 않았지만, 넘어지면서 은구두 한 짝이 벗겨졌다. 마녀는 도로시가 은구두를 잡기 전에 재빨리 가로채서 자신의 삐쩍 마른 발에 끼워 넣었다.","But the wicked creature was very cunning, and she finally thought of a trick that would give her what she wanted. She placed a bar of iron in the middle of the kitchen floor, and then by her magic arts made the iron invisible to human eyes. So that when Dorothy walked across the floor she stumbled over the bar, not being able to see it, and fell at full length. She was not much hurt, but in her fall one of the Silver Shoes came off; and before she could reach it, the Witch had snatched it away and put it on her own skinny foot."
fantasy,악한 마녀는 자기의 계략이 성공한 것에 매우 기뻐했다. 은구두 중에 한 짝을 자기가 가지고 있는 한 마법의 능력 중 절반을 가질 수 있기 때문이었다. 또한 도로시가 은구두의 마법을 사용하는 방법을 알게 된다고 해도 더이상 도로시는 마녀에게 대항할 수 없었다.,"The wicked woman was greatly pleased with the success of her trick, for as long as she had one of the shoes she owned half the power of their charm, and Dorothy could not use it against her, even had she known how to do so."
fantasy,어린 소녀는 자신이 아끼는 구두 한 짝을 빼앗긴 것을 알고는 매우 화가 나서 마녀에게 말했다. “내 구두 돌려주세요!”,"The little girl, seeing she had lost one of her pretty shoes, grew angry, and said to the Witch, ""Give me back my shoe!"""
fantasy,마녀는 톡 쏘아붙였다. “싫어. 이제 이것은 내 구두야. 네 것이 아니지.”,"""I will not,"" retorted the Witch, ""for it is now my shoe, and not yours."""
fantasy,도로시가 소리 질렀다. “이 못된 마녀야! 그건 내 구두란 말이야.”,"""You are a wicked creature!"" cried Dorothy. ""You have no right to take my shoe from me."""
fantasy,마녀가 낄낄거리며 말했다. “됐어. 이젠 내가 잘 보관하고 있으마. 그리고 언젠가는 나머지 하나도 내 것이 될게다.”,"""I shall keep it, just the same,"" said the Witch, laughing at her, ""and someday I shall get the other one from you, too."""
fantasy,이 말에 도로시는 너무나 화가 나서 옆에 있던 물이 담긴 양동이를 들어 마녀에게 끼얹었다. 마녀는 머리부터 발끝까지 물을 흠뻑 뒤집어 쓰고 말았다.,"This made Dorothy so very angry that she picked up the bucket of water that stood near and dashed it over the Witch, wetting her from head to foot."
fantasy,"그러자 갑자기 마녀는 공포에 가득찬 비명을 크게 지르더니, 도로시가 놀란 눈으로 바라보고 있는 동안 점점 줄어들면서 녹아 내리고 있었다.","Instantly the wicked woman gave a loud cry of fear, and then, as Dorothy looked at her in wonder, the Witch began to shrink and fall away."
fantasy,마녀가 울부짖었다. “나에게 이런 짓을 하다니! 난 곧 녹아 없어져 버릴거야.”,"""See what you have done!"" she screamed. ""In a minute I shall melt away."""
fantasy,"“어머, 미안해요.” 하고 도로시가 말했다. 도로시는 마녀가 실제로 자기 눈앞에서 설탕처럼 녹아 없어지는 것을 보자 정말로 겁이 났다.","""I'm very sorry, indeed,"" said Dorothy, who was truly frightened to see the Witch actually melting away like brown sugar before her very eyes."
fantasy,“물이 닿으면 내가 끝장난다는 것을 몰랐을텐데?” 마녀는 절망적인 목소리로 울부짖으며 물었다.,"""Didn't you know water would be the end of me?"" asked the Witch, in a wailing, despairing voice."
fantasy,도로시가 대답했다. “전 아무 것도 몰랐어요. 제가 그걸 어떻게 알겠어요?”,"""Of course not,"" answered Dorothy. ""How should I?"""
fantasy,"“오, 이런, 잠시 후면 난 모두 녹아 없어질거야. 이제 네가 이 성의 주인이 되겠구나. 내가 평생 나쁜 짓을 많이 해왔지만, 너처럼 어린 소녀에게 당해서 내가 녹아 없어질 거라고는 생각조차 못했다. 나의 나쁜 짓도 이제 끝이구나. 봐라, 난 이제 끝이다!”","""Well, in a few minutes I shall be all melted, and you will have the castle to yourself. I have been wicked in my day, but I never thought a little girl like you would ever be able to melt me and end my wicked deeds. Look out—here I go!"""
fantasy,"이 말과 함께 마녀는 형체도 없이 갈색 액체로 녹아내려, 깨끗한 부엌 바닥을 흘러가기 시작했다. 마녀가 정말 하나도 남김없이 녹아내린 것을 본 도로시는 양동이에 다시 물을 담아 와서 갈색 액체 위에 부었다. 그리고는 그것을 문 밖으로 쓸어냈다. 마녀가 남겨놓은 은구두 한 짝을 집어든 도로시는 그것을 깨끗이 닦고, 천으로 물기를 말린 후 자기 발에 다시 신었다.
마침내 자유를 되찾은 도로시는 사자에게 달려가 서쪽의 악한 마녀가 죽었다고 알려 주었다. 그들은 더이상 이 낯선 땅에서 죄수처럼 갇혀 지내지 않게 되었다.","With these words the Witch fell down in a brown, melted, shapeless mass and began to spread over the clean boards of the kitchen floor. Seeing that she had really melted away to nothing, Dorothy drew another bucket of water and threw it over the mess. She then swept it all out the door. After picking out the silver shoe, which was all that was left of the old woman, she cleaned and dried it with a cloth, and put it on her foot again. Then, being at last free to do as she chose, she ran out to the courtyard to tell the Lion that the Wicked Witch of the West had come to an end, and that they were no longer prisoners in a strange land."
fantasy,제13장 구출,Chapter 13: The Rescue
fantasy,겁쟁이 사자는 악한 마녀가 한 양동이의 물에 녹아버렸다는 말을 듣고 아주 기뻐했다. 도로시는 곧바로 우리의 문을 열고 사자를 풀어주었다. 그리고는 함께 마녀의 성으로 돌아갔다. 그곳에서 도로시가 처음 한 일은 모든 윙키들을 불러 모은 후 마녀가 죽었으니 그들은 더이상 노예가 아니라고 알려준 것이다.,"The Cowardly Lion was much pleased to hear that the Wicked Witch had been melted by a bucket of water, and Dorothy at once unlocked the gate of his prison and set him free. They went in together to the castle, where Dorothy's first act was to call all the Winkies together and tell them that they were no longer slaves."
fantasy,"윙키들은 모두 환호하며 크게 기뻐했다. 그들은 아주 오랫동안 악한 마녀의 노예로 힘들게 일을 했고, 마녀는 항상 그들을 아주 잔인하게 대했기 때문이었다. 그들은 앞으로 영원토록 이 날을 기념일로 지키며 연회와 무도회로 하루를 보내기로 정했다.","There was great rejoicing among the yellow Winkies, for they had been made to work hard during many years for the Wicked Witch, who had always treated them with great cruelty. They kept this day as a holiday, then and ever after, and spent the time in feasting and dancing."
fantasy,사자가 말했다. “우리 친구 허수아비와 양철나무꾼이 지금 우리와 함께 있다면 정말 좋을텐데.”,"""If our friends, the Scarecrow and the Tin Woodman, were only with us,"" said the Lion, ""I should be quite happy."""
fantasy,도로시가 걱정스럽게 물었다. “우리가 그들을 구할 수는 없을까?”,"""Don't you suppose we could rescue them?"" asked the girl anxiously."
fantasy,사자가 대답했다. “우리 한 번 해보자.”,"""We can try,"" answered the Lion."
fantasy,그들은 윙키들을 불러서 친구들 구출하는 것을 도와줄 수 있는지 물었다. 윙키들은 노예 생활에서 풀려나게 해준 도로시를 위해서라면 모든 힘을 다해 기쁘게 돕겠다고 대답했다. 그래서 도로시는 윙키들 중에서 가장 똑똑해 보이는 사람들을 몇 명 뽑아서 함께 길을 떠났다. 그들은 그날 하루 종일 그리고 다음날 반나절을 걸은 후에야 양철나무꾼이 떨어져서 망가지고 찌그려져 있는 바위투성이 들판에 도착할 수 있었다. 도끼는 양철나무꾼 가까이에 있었지만 날이 녹슬고 손잡이는 부러져 있었다.,"So they called the yellow Winkies and asked them if they would help to rescue their friends, and the Winkies said that they would be delighted to do all in their power for Dorothy, who had set them free from bondage. So she chose a number of the Winkies who looked as if they knew the most, and they all started away. They traveled that day and part of the next until they came to the rocky plain where the Tin Woodman lay, all battered and bent. His axe was near him, but the blade was rusted and the handle broken off short."
fantasy,"도로시는 오랜 친구의 처참한 몰골을 보고 눈물을 흘리지 않을 수 없었고, 사자도 안쓰러운 마음으로 엄숙하게 나무꾼을 바라보았다. 윙키들은 나무꾼을 조심스럽게 들어 올려 노란 성으로 옮겼다. 성으로 돌아오자 도로시는 윙키들에게 물었다.","The Winkies lifted him tenderly in their arms, and carried him back to the Yellow Castle again, Dorothy shedding a few tears by the way at the sad plight of her old friend, and the Lion looking sober and sorry. When they reached the castle Dorothy said to the Winkies:"
fantasy,“여러분 중에 대장장이가 있으신가요?”,"""Are any of your people tinsmiths?"""
fantasy,"“오, 물론이죠. 아주 솜씨 좋은 대장장이(양철공)들이 있죠.” 윙키들은 도로시에게 대답했다.","""Oh, yes. Some of us are very good tinsmiths,"" they told her."
fantasy,"“그러면 그들을 불러 주세요.” 하고 도로시가 말했다. 대장장이들이 자기 도구를 가지고 오자 도로시가 그들에게 요청했다. “이 양철나무꾼의 찌그러진 부분을 똑바로 펴주시고, 구부러진 곳은 다시 제 모양을 갖도록 해주시고, 깨진 부분은 땜질해서 붙여줄 수 있나요?”","""Then bring them to me,"" she said. And when the tinsmiths came, bringing with them all their tools in baskets, she inquired, ""Can you straighten out those dents in the Tin Woodman, and bend him back into shape again, and solder him together where he is broken?"""
